CID,Type,Impact,Status,First Detected,Owner,Classification,Severity,Action,Component,Category,File,Function,Count,CWE,Line Number,MISRA Category,Standard: AUTOSAR C++14,Standard: CERT C,Standard: CERT C++,Standard: DISA-STIG V4R10,Standard: DISA-STIG V4R10 Severity,Standard: DISA-STIG V4R3,Standard: DISA-STIG V4R3 Severity,Standard: ISO TS17961 2016,Standard: OWASP Mobile Top Ten 2016,Standard: OWASP Web Top Ten 2017,Standard: PCI DSS 2018
227437,Bad bit shift operation,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Integer handling issues,/01.w_Defects/bit_shift.c,bit_shift_001,1,,21,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,None,None,None
227436,Out-of-bounds write,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/overrun_st.c,overrun_st_026,1,119,346,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227435,Resource leak,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/02.wo_Defects/uninit_memory_access.c,uninit_memory_access_006,2,404,127,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,None
227434,Logically dead code,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/01.w_Defects/improper_termination_of_block.c,improper_termination_of_block_004,1,561,68,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,M7,None,None
227433,Out-of-bounds write,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/overrun_st.c,overrun_st_054,1,119,773,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227432,Free of array-typed value,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/free_nondynamic_allocated_memory.c,free_nondynamic_allocated_memory_002,1,590,36,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-003320,CAT II,None,None,None,6.5.6
227431,Function address comparison,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/01.w_Defects/cmp_funcadr.c,cmp_funcadr_001,1,628,26,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,None,None,None
227430,Calling risky function,Low,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Security best practices violations,/02.wo_Defects/redundant_cond.c,redundant_cond_013,2,676,256,None,None,None,None,APSC-DV-002460,CAT II,APSC-DV-002460,CAT II,None,None,None,6.5.3
227429,Double free,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/double_free.c,double_free_005,1,415,101,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227428,Resource leak,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/01.w_Defects/memory_leak.c,memory_leak_008,2,404,212,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,None
227427,Resource leak,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/01.w_Defects/uninit_memory_access.c,uninit_memory_access_008,1,404,200,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,None
227426,Calling risky function,Low,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Security best practices violations,/02.wo_Defects/redundant_cond.c,redundant_cond_001,2,676,25,None,None,None,None,APSC-DV-002460,CAT II,APSC-DV-002460,CAT II,None,None,None,6.5.3
227425,'Constant' variable guards dead code,Low,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Possible Control flow issues,/02.wo_Defects/st_cross_thread_access.c,st_cross_thread_access_006,2,561,519,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,M7,None,None
227424,Calling risky function,Low,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Security best practices violations,/02.wo_Defects/not_return.c,not_return_004,2,676,104,None,None,None,None,APSC-DV-002460,CAT II,APSC-DV-002460,CAT II,None,None,None,6.5.3
227423,Resource leak,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/02.wo_Defects/uninit_pointer.c,uninit_pointer_007,2,404,124,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,None
227422,Division or modulo by zero,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Integer handling issues,/01.w_Defects/zero_division.c,zero_division_013,1,369,194,None,None,None,None,APSC-DV-003320,CAT II,APSC-DV-003320,CAT II,None,M7,None,None
227421,Read from pointer after free,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - illegal accesses,/01.w_Defects/invalid_memory_access.c,invalid_memory_access_012_func_001,3,416,371,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227420,Missing return statement,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Uninitialized variables,/01.w_Defects/not_return.c,not_return_004_func_001,1,710,99,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,None,None,None
227419,Calling risky function,Low,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Security best practices violations,/02.wo_Defects/conflicting_cond.c,conflicting_cond_008,2,676,156,None,None,None,None,APSC-DV-002460,CAT II,APSC-DV-002460,CAT II,None,None,None,6.5.3
227418,Data race condition,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/02.wo_Defects/unlock_without_lock.c,unlock_without_lock_007_tsk_002,2,366,469,None,None,None,None,APSC-DV-001995,CAT II,APSC-DV-001995,CAT II,None,M7,None,None
227417,Out-of-bounds write,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/overrun_st.c,overrun_st_007,1,119,88,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227416,Resource leak,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/01.w_Defects/memory_leak.c,memory_leak_003,1,404,74,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,None
227415,Logically dead code,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/01.w_Defects/dead_code.c,dead_code_007,1,561,133,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,M7,None,None
227414,Out-of-bounds access,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/overrun_st.c,overrun_st_045,1,119,648,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227413,Calling risky function,Low,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Security best practices violations,/02.wo_Defects/uninit_memory_access.c,uninit_memory_access_014_func_001,2,676,384,None,None,None,None,APSC-DV-002460,CAT II,APSC-DV-002460,CAT II,None,None,None,6.5.3
227412,Double lock,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Program hangs,/01.w_Defects/lock_never_unlock.c,lock_never_unlock_002_tsk_001,1,764,93,None,None,None,None,APSC-DV-001995,CAT II,APSC-DV-001995,CAT II,None,None,None,None
227411,Logically dead code,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/02.wo_Defects/function_return_value_unchecked.c,function_return_value_unchecked_004,5,561,120,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,M7,None,None
227410,Double free,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/free_nondynamic_allocated_memory.c,free_nondynamic_allocated_memory_008,1,415,128,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227409,Big parameter passed by value,Low,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Performance inefficiencies,/02.wo_Defects/st_overflow.c,st_overflow_007_func_002,2,398,218,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,None,None,None
227408,Out-of-bounds access,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/buffer_overrun_dynamic.c,dynamic_buffer_overrun_024,1,119,441,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227407,Explicit null dereferenced,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/01.w_Defects/func_pointer.c,func_pointer_005,1,476,177,None,None,None,None,APSC-DV-003320,CAT II,APSC-DV-003320,CAT II,None,None,None,6.5.6
227406,Infinite loop,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Program hangs,/01.w_Defects/endless_loop.c,endless_loop_008,1,835,148,None,None,None,None,APSC-DV-003320,CAT II,APSC-DV-003320,CAT II,None,M7,None,None
227405,Double free,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/double_free.c,double_free_002,1,415,43,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227404,Out-of-bounds write,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/buffer_overrun_dynamic.c,dynamic_buffer_overrun_015,1,119,277,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227403,Thread deadlock,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Program hangs,/01.w_Defects/dead_lock.c,dead_lock_004_tsk_001,1,833,465,None,None,None,None,APSC-DV-001995,CAT II,APSC-DV-003320,CAT II,None,M7,None,None
227402,Structurally dead code,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/02.wo_Defects/memory_allocation_failure.c,memory_allocation_failure_008_func_001,2,561,255,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,M7,None,None
227401,Resource leak,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/02.wo_Defects/uninit_pointer.c,uninit_pointer_007,2,404,124,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,None
227399,Out-of-bounds write,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/overrun_st.c,overrun_st_040,1,119,556,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227398,Out-of-bounds write,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/buffer_overrun_dynamic.c,dynamic_buffer_overrun_006,1,119,111,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227020,Parse warning,Low,New,10/08/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Parse warnings,/02.wo_Defects/st_overflow.c,,2,398,74,None,None,None,None,None,None,None,None,None,None,None,None
226988,Parse warning,Low,New,10/08/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Parse warnings,/02.wo_Defects/st_overflow.c,,2,398,218,None,None,None,None,None,None,None,None,None,None,None,None
226961,Parse warning,Low,New,10/08/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Parse warnings,/02.wo_Defects/st_overflow.c,,2,398,47,None,None,None,None,None,None,None,None,None,None,None,None
226951,Parse warning,Low,New,10/08/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Parse warnings,/01.w_Defects/st_underrun.c,,1,398,235,None,None,None,None,None,None,None,None,None,None,None,None
226920,Parse warning,Low,New,10/08/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Parse warnings,/02.wo_Defects/st_overflow.c,,2,398,176,None,None,None,None,None,None,None,None,None,None,None,None
226866,Parse warning,Low,New,10/08/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Parse warnings,/02.wo_Defects/memory_allocation_failure.c,,2,398,276,None,None,None,None,None,None,None,None,None,None,None,None
226857,Parse warning,Low,New,10/08/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Parse warnings,/02.wo_Defects/st_overflow.c,,2,398,105,None,None,None,None,None,None,None,None,None,None,None,None
